cluster3,AHM,bFFP,CMD,DD18,DD5,DD_0,DD_18,eFFP,EMT,Eref,EXT,FFP,MAP,MAR,MAT,MCMT,MSP,MWMT,NFFD,PAS,RH,SHM,TD,Tmin_sp,Tmin_su,Tmin_fa,Tmin_wi,Tmax_sp,Tmax_su,Tmax_fa,Tmax_wi,Tave_sp,Tave_su,Tave_fa,Tave_wi,PPT_sp,PPT_su,PPT_fa,PPT_wi,cluster15
0,2.210935102702262,5.852715063162149,36.98263006352411,79.49405667237552,241.3196351555672,175.29750251285324,398.3096534490993,6.302959259314806,2.632675545299643,53.51150902936361,0.8375660060577969,12.069415886742528,120.13577253147842,0.5499410925087357,1.2946153774455287,2.0470027678392233,37.558542724138135,1.0305849979884572,15.27482833200819,67.37384608842609,3.2577090558831547,4.4841803911417335,1.5329199417191453,1.4012127312450355,1.3427167624432128,1.459630985591425,2.3264967447492975,1.123862649599395,0.930217121045202,1.2216586423153204,1.6550964965791932,1.1723377012942675,1.0204284767546872,1.250589790923938,1.9396490136591176,38.263369451635135,23.998589548982082,30.376292498574845,47.921959622395555,4.228397768476879
1,1.4320748649808595,4.5105087153530015,36.65948738139494,38.353017926877534,213.5772943623548,194.7242150729628,411.0556602526627,4.171517991122324,1.5310983125703332,70.60614677828104,1.3873224249665557,8.531241537138685,103.78989368148486,0.4079709261538189,1.2260840705141873,1.5881047052936847,47.33933873156544,1.1131197447226528,10.727710260914426,69.60167950581614,3.5849132135876767,4.166279684176249,1.2728358025746447,1.1672889151725732,0.9690098972496981,0.9893955131511409,1.525328335741327,1.8456971182319435,1.5347525760345704,1.61200295306052,1.6146214508981431,1.3894156819628982,1.1429741807453748,1.1957575160447715,1.4656211035769622,31.276921809969167,31.471250815963078,27.460768795680547,37.0658145411456,3.887279152557602
2,1.1313872942883838,3.9264478871026096,29.301391223663153,27.171882504098217,124.1891284395299,122.39413903955358,202.1802463883175,3.914067330061767,1.913149484332878,43.54323541175487,1.5851172639408355,7.452806936732593,105.22616967577946,0.3206000571488215,0.568239340015158,1.427414184582334,28.773565885008317,1.077059580060222,11.607676545932588,71.49443845984936,3.2887933282378836,3.6193381736347785,2.313522684670342,0.8930950614699843,0.6528075922504594,0.8610459253184894,1.6748447437301142,1.151812077820306,1.5520472287901894,0.7024795845885866,1.0591668809333619,0.8942586439711122,1.0295828423319202,0.6460933761828437,1.3151901329713451,26.4706948491684,18.655110812855103,29.844224239407318,38.45266383291374,2.420901993829891
