cluster,AHM,bFFP,CMD,DD18,DD5,DD_0,DD_18,eFFP,EMT,Eref,EXT,FFP,MAP,MAR,MAT,MCMT,MSP,MWMT,NFFD,PAS,RH,SHM,TD,Tmin_sp,Tmin_su,Tmin_fa,Tmin_wi,Tmax_sp,Tmax_su,Tmax_fa,Tmax_wi,Tave_sp,Tave_su,Tave_fa,Tave_wi,PPT_sp,PPT_su,PPT_fa,PPT_wi
0,11.391702152826749,143.27569789448782,36.573012775017745,76.81742370475514,1599.0128341613438,639.0356044475988,4534.56159806009,275.2208126330731,-31.015844570617865,576.9353264726757,32.551032055830724,131.93647977288856,1380.5792524248877,13.546667278397575,5.692426661934754,-5.405698485923865,492.53436243198485,17.291060444759765,166.74435178613675,350.801602791578,69.23142890939201,35.16832268748514,22.69634492547931,-1.2669919564702057,10.854246510527467,4.196944247299173,-8.64183522592848,7.393988052992525,20.92353422443037,12.555460925794277,-0.4746086665089515,3.0636611860265077,15.889315708540204,8.376252858607153,-4.558218003311973,319.58439791814527,293.9171693872723,368.360805535841,398.7637213153537
1,11.1861147253495,153.8305142275273,25.186089268541043,35.23024268823895,1193.0614074786445,1407.5906828081688,5861.901482151949,259.2516264071958,-39.04627764892246,496.90026588221986,32.11858912711471,105.42026361939243,1071.270181591899,13.304706443185676,1.917647225207947,-12.864632007693798,476.2101883803813,16.075816032132668,130.03750636420207,459.42778752050685,66.11333936753974,33.916128302313986,28.939986988742103,-4.382544172276474,9.272202108200828,0.09293055005563093,-15.902839848390268,4.9330137089626644,19.78287982500834,8.28122796100393,-6.735106824310287,0.27497595745884507,14.527452810620064,4.186710603232088,-11.319187833531304,240.55046105108332,295.0066470554958,283.6359110708831,252.06859195564857
2,15.843088699646009,136.12527030906134,130.54729690938666,209.1622237106497,2101.3422064874176,665.1829681370203,4143.327260549229,274.6220648741747,-33.434161324274534,753.9440819060377,36.36514783274267,138.48929289063247,1086.0146014735433,13.471804965485878,7.123867572481151,-6.734293369055671,479.8911108984786,20.050584633049553,171.61680221988325,206.3501674480911,61.198162855229164,41.94668835518156,26.785040665964306,0.03932574235320308,12.481171817688361,3.676269575479123,-10.719245367268957,11.980178611296903,25.183498867732165,14.800431856600706,-0.4525340477785149,6.009685835486492,18.83223232226589,9.238325519089127,-5.585891621216479,266.84814850253565,289.8468471916563,291.8519567505502,237.4714572768156
3,16.947605572485614,122.20771658685241,122.64203308663474,387.91646713104046,2651.3089355681323,300.50321070962127,3246.1251088376143,289.65324336090555,-27.56337614279512,806.1085655202438,36.8342457553321,167.4440030474532,1186.6285916412712,14.069972056260346,10.089513495864345,-2.134098824553764,473.75881584675665,22.1451131911184,208.8209077057031,79.39959730082717,67.2452111449717,46.891456247278775,24.27908685241592,3.3024415904803033,15.662382092584409,7.1054128573501645,-5.595379843273801,13.624024089391897,26.17447576549098,17.17574190973731,3.2685967203599153,8.462516325642142,20.918647511246956,12.14060912784765,-1.1631874909302327,309.08935568132347,279.97942969090116,303.80675881584676,293.7663256421419
4,16.126264759527633,131.28581485392468,148.3953153499088,308.4139707529359,2395.796710505264,482.5551822341685,3690.77149531215,277.77338325173594,-31.586944417779126,843.573261655627,37.42105532622914,146.4878883875716,1157.962753191898,14.009730487652503,8.634494896163151,-4.788425970368881,490.6890659498896,21.385395667338784,180.80298230456626,152.14213945153756,60.43432210169274,43.756337397203005,26.173639243544134,1.359601292758658,13.738686762023555,4.440920290550708,-8.957817883161177,13.7911981483258,26.53932140838136,16.522403549753093,1.6396488645696483,7.575539982720507,20.1387752925243,10.481807515492559,-3.6589079816112444,295.33890115516306,293.9595852932706,301.14389939521936,267.5345748936034
5,14.648138564918499,139.94187842743492,95.45022012821504,153.4340773924461,1928.7048737159187,761.7486676450143,4396.411099096315,270.55997528384955,-34.67136402255425,735.2164207924616,35.60035529466283,130.6210318992817,1118.8951494554724,14.05886305707885,6.282679385185673,-7.6371476017609226,514.1772225225922,19.16921680698269,161.8980844983394,241.0439484050359,60.02000463427821,37.405962771298356,26.80619834710686,-0.8692013593882774,11.502982672948542,2.7088836538708208,-11.761736309569807,11.400849617672034,24.434445560104034,14.044387374166268,-1.1995764784634853,5.265868540974835,17.96875724105975,8.376430833397677,-6.480556628305134,274.2075770448753,314.8961535490847,294.732370433305,235.05947323704333
6,17.934431916739012,135.6138220660063,149.16907837677454,222.41945496873146,2076.5804080887387,866.9689596932487,4436.64353859497,273.54074040261105,-35.902574519560375,714.8874788880266,36.9623910165708,137.94467521796685,917.5434336056968,13.857296754462212,6.350837631806974,-9.152585931437349,443.7545533391154,20.48679874012785,169.34696672296525,202.84457022869404,61.2687268909481,46.31244807595756,29.63895102022149,-0.3401545929002909,12.920267494407893,3.2312259399583123,-13.077229500463787,11.419535612665312,25.29302353889955,13.724398594056998,-2.3656517703626943,5.540075470549898,19.10663106160816,8.477269061639202,-7.721553232604535,209.14041174053955,278.29844341991145,250.8587209567718,179.2141324690738
7,11.976180892624491,149.1787912868474,42.39673848703682,72.4076595240914,1492.2909908843376,1288.877708062034,5426.086598792471,260.8429619983426,-39.700352196046104,625.01243044868,34.6307653604832,111.6707114952054,1107.431395761809,13.399020362258659,3.221460281756779,-12.410802651829318,529.7481650290043,17.560758257369454,138.23591215816265,380.85438617260564,58.86296910145614,33.25286196282698,29.97138629099133,-3.9882778895860613,9.920912750088783,0.23020204411822942,-16.62758277100382,8.18199459374149,22.529437472869688,10.708493153387828,-5.184066335188105,2.096898307091313,16.22524268971222,5.469495087013155,-10.905878812990904,246.21075529773884,333.4279921865751,296.9223688883627,230.86652065822184
8,13.158314111973112,142.0629362250247,81.5065152922146,106.41970464008627,1718.0091962975166,733.2242159182817,4550.273911871312,273.5888026840008,-33.1351106850796,621.4970493963993,34.04879729203489,131.51768864392056,1199.4240481682293,13.463948634031164,5.72956594673932,-6.853946619536884,449.8150855225714,18.291942006410924,166.88778719707636,334.14465446484735,66.09963154899201,40.77020639247516,25.145747835724315,-1.1301650540694252,11.323862444956939,3.613394042876014,-10.407648603580821,8.514743032881078,22.442125233401825,12.765181879000108,-1.2787007359035911,3.692226582392353,16.883395740346323,8.189237036815184,-5.843169677180995,278.36848096336456,268.4205134349819,319.2037564029596,333.4567294730851
9,11.666573457860311,146.15122196745148,54.18723785023209,96.66953749790281,1678.290531849449,969.045579106314,4868.941837704826,264.87383255970025,-37.13472960125275,701.926346401208,34.793417594094194,118.7256864828589,1276.143895755271,13.63772719646533,4.823186622672094,-9.429696325708907,563.0098987752363,18.010536323471726,148.36401767238968,377.5255298920642,58.230915496896145,32.1291147027571,27.440612941110224,-2.4548738884849945,10.179160375072208,1.268333240124531,-13.975773167048883,10.071647745278822,23.39519601811998,12.72857782003246,-2.6267155080811917,3.8083794716925206,16.787228529351452,6.998620509665773,-8.301118505676317,306.702253788938,342.8590682847715,341.4843129578883,285.1010010625804
