,pc1,pc2,pc3,pc4,pc5,cluster,sil_x,sil_y,threshold
0,-3.545602134744974,7.526826877701606,1.3320430206837897,0.0989811724716939,-1.2641919527939836,2,0.3715888618526624,-0.07049961361597976,1.0
1,-4.265032823600934,3.2225724197066845,-0.8624344047790286,0.1427524416764753,-0.9564838103329266,2,0.07846173744475399,-0.07049961361597976,1.0
2,-4.726948702567519,4.891592285452173,0.767409694075004,0.708086174533106,-0.8404321264234678,2,0.16075618769710096,-0.07049961361597976,1.0
3,-2.1900228604899263,6.3092945292417495,-0.410009595233508,0.38184373588835346,-1.138286136252404,2,0.5224894501754352,-0.07049961361597976,1.0
4,-5.280866007325518,2.724227360288128,-2.0789323288565624,0.12003609347978668,-1.4952395711159359,2,-0.06440999889975935,-0.07049961361597976,1.0
5,-4.366180208525611,2.7327636223530143,-2.3546055767869025,-0.2820326896975276,-1.7631473369571486,2,0.04613524208708171,-0.07049961361597976,1.0
6,-5.203594736042098,5.977286061701557,0.38291805062394885,-0.024695461993706473,-0.10610015719559798,2,0.2154107643381545,-0.07049961361597976,1.0
7,-5.1000539550948565,6.742220269757172,0.026756406032292023,-0.30630877083105995,0.25304582734435166,2,0.2778426438391324,-0.07049961361597976,1.0
8,-0.9312380152093437,7.999023252397444,0.9319683873215062,0.18670022614605705,-1.028529955852882,2,0.538032198837555,-0.07049961361597976,1.0
9,-4.66862705237201,7.809313431315376,-0.6100910334937872,-0.1999787230528411,0.08790966236340883,2,0.3630236673606736,-0.07049961361597976,1.0
10,-3.283035365797279,8.342741818894789,0.5746841199665905,0.21601581934863442,-1.6432793319635726,2,0.41611128313079243,-0.07049961361597976,1.0
11,-5.097003789621834,2.740075061615438,-2.355228071737291,0.10578475168692439,-1.701465132470949,2,-0.03128304180505052,-0.07049961361597976,1.0
12,-4.2829722181523815,4.210975371044301,0.5488295887979542,0.14329083654598535,0.1733607430131702,2,0.14913319994294116,-0.07049961361597976,1.0
13,-2.8230714058741464,6.999665341682032,1.0961321908950354,0.5323227307419195,-1.4963570531829773,2,0.41965360623225334,-0.07049961361597976,1.0
14,0.8844554277438049,8.400077011000658,0.8500889929345354,-0.09160815734790743,-0.5109299300559205,2,0.5272526685792494,-0.07049961361597976,1.0
15,-5.403401553821343,7.3372091055026125,-0.508443226389253,-0.14878107205851548,-0.25572827460084824,2,0.28797578623606845,-0.07049961361597976,1.0
16,-4.375779851473202,8.958780142852909,-1.6632219514107844,-0.20159866283899136,-0.0796268329807901,2,0.4044661792698064,-0.07049961361597976,1.0
17,-4.858012163902444,3.0364295858591817,-3.09918098006563,-0.25506107534317063,-1.4105742281363285,2,0.05882859390899211,-0.07049961361597976,1.0
