cluster,,AHM,bFFP,CMD,DD18,DD5,DD_0,DD_18,eFFP,EMT,Eref,EXT,FFP,MAP,MAR,MAT,MCMT,MSP,MWMT,NFFD,PAS,RH,SHM,TD,Tmin_sp,Tmin_su,Tmin_fa,Tmin_wi,Tmax_sp,Tmax_su,Tmax_fa,Tmax_wi,Tave_sp,Tave_su,Tave_fa,Tave_wi,PPT_sp,PPT_su,PPT_fa,PPT_wi
11,0.75,16.7,138.0,147.0,227.0,2154.0,709.0,4238.0,277.0,-32.8,779.0,36.8,142.0,1146.0,13.8,7.4,-6.2,498.0,20.4,177.0,235.0,63.0,43.8,27.4,0.33333333333333365,12.833333333333334,4.1000000000000005,-10.1,12.533333333333333,25.7,15.233333333333334,0.033333333333333305,6.3,19.1,9.433333333333334,-5.133333333333334,286.0,304.0,309.0,267.0
11,1.0,19.2,141.0,224.0,345.0,2444.0,863.0,4574.0,289.0,-29.2,877.0,38.6,162.0,1327.0,15.9,8.6,-4.7,576.0,21.9,200.0,326.0,71.0,50.8,28.9,2.4,15.166666666666666,7.0,-7.233333333333333,14.033333333333331,27.333333333333332,16.46666666666667,1.9333333333333333,7.3,20.599999999999998,11.066666666666668,-3.6,341.0,349.0,384.0,353.0
12,0.0,3.1,143.0,0.0,3.0,505.0,864.0,4823.0,240.0,-46.0,360.0,25.7,65.0,1039.0,12.2,-2.0,-16.8,517.0,10.4,91.0,324.0,52.0,9.9,24.7,-10.333333333333334,4.8,-4.733333333333333,-23.066666666666666,0.3000000000000001,13.1,4.066666666666667,-8.933333333333332,-3.933333333333333,9.299999999999999,0.2666666666666669,-15.566666666666668,234.0,315.0,285.0,187.0
12,0.25,8.6,150.0,0.0,35.0,1244.0,1136.0,5303.0,256.0,-40.3,589.0,32.4,101.0,1302.0,13.5,2.2,-12.9,612.0,15.9,127.0,465.0,57.0,24.0,26.7,-5.033333333333333,8.433333333333335,-0.8999999999999999,-17.133333333333333,6.933333333333334,20.633333333333333,9.6,-5.666666666666667,1.0333333333333332,14.633333333333333,4.366666666666667,-11.5,298.0,380.0,346.0,262.0
12,0.5,9.3,152.0,0.0,43.0,1329.0,1249.0,5543.0,258.0,-39.3,609.0,33.0,106.0,1401.0,14.0,2.8,-11.3,638.0,16.3,132.0,508.0,59.0,25.7,27.7,-4.3,8.9,-0.36666666666666653,-15.9,7.6000000000000005,21.166666666666668,10.3,-4.6000000000000005,1.6000000000000003,15.066666666666665,5.0,-10.233333333333334,330.0,400.0,369.0,294.0
12,0.75,9.8,155.0,6.0,51.0,1420.0,1397.0,5768.0,261.0,-38.4,635.0,33.4,111.0,1497.0,14.5,3.5,-10.5,673.0,16.7,139.0,561.0,61.0,26.9,29.1,-3.4666666666666663,9.4,0.2333333333333331,-15.0,8.333333333333334,21.666666666666668,11.133333333333333,-3.8666666666666667,2.4000000000000004,15.433333333333332,5.666666666666667,-9.5,365.0,423.0,393.0,330.0
12,1.0,12.6,174.0,76.0,112.0,1719.0,2113.0,7278.0,267.0,-35.3,726.0,35.0,124.0,2611.0,17.3,4.9,-8.2,1049.0,18.5,155.0,1639.0,68.0,31.8,30.9,-1.7333333333333334,11.200000000000001,1.7666666666666668,-12.199999999999998,10.133333333333333,23.433333333333334,12.866666666666667,-2.1,3.8333333333333335,17.266666666666666,6.966666666666668,-7.2,637.0,644.0,699.0,632.0
13,0.0,11.8,133.0,8.0,78.0,1571.0,803.0,4311.0,260.0,-39.6,594.0,34.1,110.0,975.0,12.4,3.7,-12.3,464.0,17.6,138.0,184.0,54.0,30.8,27.6,-3.8000000000000003,9.533333333333333,0.06666666666666672,-16.733333333333334,7.866666666666667,22.366666666666664,10.4,-5.733333333333333,2.466666666666667,16.366666666666664,5.866666666666666,-10.666666666666666,205.0,289.0,253.0,163.0
13,0.25,13.4,139.0,56.0,123.0,1734.0,1009.0,4774.0,267.0,-38.2,646.0,35.6,125.0,1040.0,13.1,4.5,-11.6,500.0,18.9,155.0,282.0,60.0,36.0,29.7,-2.066666666666667,11.4,1.633333333333333,-15.133333333333333,9.4,23.566666666666666,11.433333333333335,-4.866666666666667,3.633333333333333,17.5,6.600000000000001,-9.966666666666667,225.0,316.0,276.0,212.0
13,0.5,13.9,140.0,70.0,144.0,1806.0,1079.0,4909.0,269.0,-37.9,672.0,36.0,129.0,1064.0,13.2,4.8,-11.2,514.0,19.3,159.0,301.0,62.0,37.3,30.4,-1.5666666666666667,11.933333333333332,2.0999999999999996,-14.9,10.0,23.96666666666667,12.0,-4.0,4.1000000000000005,17.9,6.933333333333334,-9.533333333333333,229.0,328.0,281.0,224.0
13,0.75,14.5,142.0,84.0,170.0,1897.0,1131.0,5018.0,270.0,-37.3,692.0,36.4,132.0,1089.0,13.3,5.3,-10.5,526.0,19.8,162.0,325.0,63.0,39.3,30.9,-1.1666666666666667,12.333333333333334,2.4333333333333336,-14.333333333333334,10.466666666666667,24.433333333333334,12.533333333333331,-3.3666666666666667,4.6000000000000005,18.366666666666664,7.366666666666667,-8.933333333333332,239.0,337.0,289.0,234.0
13,1.0,16.9,150.0,126.0,246.0,2147.0,1246.0,5279.0,276.0,-35.1,759.0,37.2,144.0,1257.0,14.5,6.8,-8.6,609.0,20.8,176.0,379.0,66.0,44.5,31.8,0.20000000000000018,13.666666666666666,3.766666666666666,-12.333333333333334,12.966666666666667,25.8,14.366666666666667,-1.3,6.033333333333334,19.46666666666667,8.733333333333333,-7.166666666666667,291.0,390.0,358.0,265.0
14,0.0,11.5,130.0,2.0,27.0,1392.0,323.0,4112.0,278.0,-29.6,475.0,27.0,139.0,1223.0,12.8,5.8,-4.2,427.0,13.7,180.0,130.0,71.0,32.2,15.4,-0.13333333333333316,9.566666666666668,4.666666666666667,-7.133333333333333,6.8,15.033333333333333,12.166666666666666,0.10000000000000002,3.633333333333333,12.266666666666666,8.499999999999998,-3.466666666666667,283.0,252.0,320.0,355.0
14,0.25,12.1,135.0,16.0,35.0,1468.0,396.0,4263.0,281.0,-28.9,519.0,28.9,143.0,1267.0,13.513540822595177,6.1,-3.6,442.0,15.0,185.0,173.0,73.0,33.3,17.8,0.20000000000000004,9.866666666666667,5.3,-6.5,7.400000000000001,17.466666666666665,12.666666666666666,0.7666666666666666,3.9,13.666666666666666,9.0,-2.8333333333333335,295.0,259.0,330.0,381.0
14,0.5,12.5,136.0,23.0,40.0,1502.0,434.0,4301.0,282.0,-28.3,532.0,29.5,146.0,1297.0,13.8,6.2,-3.2,449.0,15.3,188.0,197.0,74.0,33.8,18.4,0.5,10.033333333333333,5.6000000000000005,-5.966666666666666,7.566666666666667,18.366666666666664,12.799999999999999,1.0999999999999999,4.033333333333333,14.233333333333334,9.200000000000001,-2.466666666666667,300.0,262.0,339.0,395.0
14,0.75,12.9,138.0,26.0,43.0,1538.0,467.0,4344.0,284.0,-27.7,546.0,29.9,149.0,1332.0,14.0,6.3,-2.7,457.0,15.5,192.0,227.0,75.0,34.5,19.1,0.7666666666666666,10.166666666666668,5.966666666666666,-5.433333333333334,7.8,18.733333333333334,12.9,1.5333333333333332,4.166666666666667,14.466666666666667,9.466666666666667,-1.9666666666666668,307.0,266.0,352.0,406.0
14,1.0,13.4,139.0,49.0,64.0,1668.0,525.0,4454.0,290.0,-26.0,580.0,31.1,160.0,1383.0,14.3,6.8,-1.6,470.0,16.5,207.0,268.0,80.0,36.6,20.4,1.3666666666666665,10.733333333333334,7.066666666666666,-4.0,8.533333333333333,20.366666666666667,13.466666666666667,2.4,4.666666666666667,15.533333333333331,9.966666666666667,-0.8000000000000002,326.0,276.0,372.0,421.0
