cluster,AHM,bFFP,CMD,DD18,DD5,DD_0,DD_18,eFFP,EMT,Eref,EXT,FFP,MAP,MAR,MAT,MCMT,MSP,MWMT,NFFD,PAS,RH,SHM,TD,Tmin_sp,Tmin_su,Tmin_fa,Tmin_wi,Tmax_sp,Tmax_su,Tmax_fa,Tmax_wi,Tave_sp,Tave_su,Tave_fa,Tave_wi,PPT_sp,PPT_su,PPT_fa,PPT_wi
0,0.7455464227022188,4.061390022039621,15.943686693886864,17.332338541195586,121.00835624426539,88.48482096271015,220.9214964774532,2.8446815779920387,1.093638001101223,35.536480521408805,0.8127780336175173,6.597369655289617,57.135676354181804,0.3041354052978541,0.6403373738369895,0.822620673872126,20.38736657785237,0.6147005746414702,11.052315904850348,65.27325244643873,1.9882758337867614,1.959679376278092,1.0163112744715872,0.8674816320828503,0.504459003416622,0.5695662656970275,0.8937870250803808,1.247011153833383,0.9027556714387998,0.8413312956230619,0.819053848616646,1.0224160527258188,0.6457077753823232,0.6477820181104369,0.7778700328480869,16.646518666543216,13.85413438373092,18.450554799206138,17.21194917034374
1,1.141929949110113,2.8771135538614985,20.85284075010801,10.266791336265898,110.02923134673468,148.14211032636226,266.37588268795065,3.5358020394315686,1.4548667313041832,52.7085718202892,1.001325221880327,6.313762459031734,69.52035103173584,0.30056611552772755,0.755510590249014,1.1322934830399531,29.011139718462026,0.6327131521842467,6.126533900377905,56.4401383134398,3.3723173384849776,2.8243290031327386,0.9450931985287763,0.7925175948867068,0.7559550388180191,0.8871287148728976,1.4049162256561176,1.1075021986660563,1.076467865706944,0.9373482578415367,0.9277890621432413,0.7716305386558852,0.6573404722511458,0.8293323005583364,1.103269009994815,21.63957534337579,18.589832122462983,18.938923196664945,19.81347743476196
2,1.1825235203979159,2.5816478582122846,23.596626817768513,35.68459822629763,100.01885980759911,62.62347708444228,139.17653462822292,3.239992819964358,1.0711056716402065,44.367860814814065,0.6536694817305797,5.677503365305246,74.68713450783824,0.5032298914792371,0.4569500962155342,0.7059443145035891,29.866870894933392,0.5361648276982284,7.425547897694155,38.31089236049313,2.5368755250043695,2.8840638961978606,0.7973872764026008,0.5657223592435576,0.6850529426915201,0.7294560039663028,0.9080145114829022,0.7535954045560802,0.707216479903925,0.5865443127768382,0.6596936612899872,0.4867292142419153,0.5029008147563849,0.47148759914024174,0.6580175661827087,25.315219476982328,22.508029347773636,24.781742082436146,36.425021120568644
3,0.8245694698583688,4.54815591418691,22.755834169938357,76.65659044475349,181.54892103918596,49.896521935456384,177.21356244451215,5.023885623593504,1.5050064685665685,44.270511929408485,1.0100286019032159,9.375191982827955,34.29493696429715,0.3796907923117797,0.6829519460253151,0.8393030369530613,33.45211630886632,0.7870676194122437,12.9479788189931,24.7150473397864,2.982753862294873,2.4252640631130262,1.0220324708923543,0.832356449044608,0.9085643870174038,1.0699574928441988,1.1800038170460956,1.0482616427128004,1.0475189693867963,0.5738448857847142,0.4976069349288251,0.7806915213028222,0.8272086990282458,0.7170112446377821,0.8192986624580532,12.758814006621618,18.736157665066404,11.126299787844228,19.519948425139606
4,0.8915493370151527,3.0015521410085633,31.755255199310348,45.55836044824111,127.59290130747188,62.62550013232241,169.48561701789768,3.208933032339737,1.095519213121619,28.930804630326328,0.66214694672024,6.109308741923667,53.9587310880348,0.29235924267286595,0.5849678145521845,0.7384273813662557,31.533516723047992,0.5513467027582192,8.150323600052662,29.79379619534624,2.106431645138031,2.9365555462329644,0.49058019556704824,0.7014266089784486,0.654524816519379,0.7161755717500757,0.9333435754630538,0.6762404046845754,0.6688193375301171,0.6173367624160826,0.6570172917646403,0.6212515106785892,0.5552837930276471,0.5457504279276352,0.7145475248885467,16.73773767065631,18.338804284881512,19.858104549564285,24.057434870294987
5,1.2172171660923587,2.249967511648061,29.520889609368535,24.02511347961975,83.70243704000723,91.86109657497533,168.54458065203886,2.3643547414748673,1.2286317714923416,26.54045498655296,0.538345292621325,4.497780646381861,94.9021315090969,0.5956873591261942,0.5056625901630358,0.9281377502203768,29.343266588586747,0.4600089798803077,5.514266841716122,43.034346376020565,1.8462682653203029,2.3493184292790277,1.015501737483392,0.5587999067421585,0.5898877537230616,0.5411150638326319,1.121600652391784,0.623313300190552,0.5631934382749191,0.6036033900025691,0.7881113044732566,0.5094111304507974,0.4349570623042169,0.46274219417127277,0.9038373891862644,29.30021070055718,18.70077093441924,26.856126101437756,38.32188724108474
6,1.6360021852245596,2.484342777805417,23.61592746868069,29.401858895394838,79.77374455330695,72.64079975429287,132.17761812490855,2.236725137426142,0.7756836632866093,20.314315090183424,0.3780885748660665,4.654927846184246,66.08118677671956,0.5425104509761977,0.41880563709916957,0.7910563536275159,22.376195224451262,0.46703150212512,5.320426152517102,38.12697229902752,1.6910703762116748,3.0139063807839497,0.8906206820162508,0.521896921396493,0.6379100711030133,0.5025861800802959,0.6980741327850257,0.45243975179823626,0.35340461614986496,0.5573642636209175,0.745162591724788,0.4070648285446559,0.4297413352410451,0.41549170440544136,0.6809374452816344,16.60148592881242,13.862241028313644,20.418174295630944,26.003330894190977
7,0.7813614127124474,2.4669893991779537,19.714720893897262,13.580252806093835,76.86232343080607,78.81727028122654,152.26398797961093,2.1473576803473313,0.628226971278418,20.914140481108813,0.5231387738340719,4.558919097337145,61.21157534395715,0.3127700868657482,0.44889702963793054,0.6411999156859449,27.775857729274314,0.4723314838296362,6.399914501001488,36.11831908641383,1.9182815935231516,2.132451493583432,0.6887421650052656,0.6657471766128205,0.5450563384837586,0.46722522017478,0.6809021030924899,0.6072109515746736,0.5181223474963811,0.5693636458541005,0.6808797715403776,0.5497032514920327,0.4465334866939026,0.41686783859424775,0.5920095988250693,19.569048235541914,20.60766832693693,17.290298765392176,17.95561528239997
8,0.8441130305867611,2.6916547738927394,18.518099976743432,17.487930326264127,84.20871491779708,79.71036155592364,169.75526048327438,3.0028669146547124,1.1410273728183697,30.256725836939374,0.4700180183879826,5.4324554531247635,70.66488016195109,0.31129155207905745,0.49701458530907994,0.8594743914109405,20.234894299325614,0.43350455561632567,8.07570014322675,46.64412427505489,2.192031810670473,2.479950562479427,0.8645321220781287,0.5915386998226033,0.5744258463716164,0.6529578767566292,0.9490895739294906,0.8720976301667315,0.5611058319172,0.6066107315633089,0.7391457102277177,0.6700737613347587,0.4135171897984556,0.5294591661188752,0.767878764948516,20.89279269608527,13.569787832715654,20.559420575439972,26.276320283869712
9,0.9048592087626228,3.310591570040703,26.935588020226774,25.993348289849077,116.26357698663524,85.68358753570051,195.53166800838142,3.064896199988645,1.0266137762102279,30.20815370451287,0.7598714733995371,6.148204536834915,84.17459043799208,0.49571932872054164,0.6032113364786709,0.7197311536287918,36.499118349130285,0.6413952456252138,7.521801307457124,49.9364991594327,2.386243548457851,2.45097208133792,0.6799767597919475,0.7935457688802708,0.7436513138536865,0.7202879781519949,0.9643631571815857,0.7665753405360956,0.7631298963072292,0.6809916525976977,0.6584678168839381,0.6479477261279033,0.6276949890128023,0.6008467891145236,0.7084877388799921,24.478316203520333,23.525528582428045,30.761140330980176,31.39933810706178
